mal_id,title,images,approved,type,source,episodes,status,airing,duration,score,scored_by,rank,popularity,members,favorites,year,studios,genres
5114,Fullmetal Alchemist: Brotherhood,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1208/94745.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1208/94745t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1208/94745l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1208/94745.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1208/94745t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1208/94745l.webp'}}",True,TV,Manga,64.0,Finished Airing,False,24 min per ep,9.1,2012492,1,3,3163794,216924,2009.0,"[{'mal_id': 4, 'type': 'anime', 'name': 'Bones', 'url': 'https://myanimelist.net/anime/producer/4/Bones'}]","[{'mal_id': 1, 'type': 'anime', 'name': 'Action', 'url': 'https://myanimelist.net/anime/genre/1/Action'}, {'mal_id': 2, 'type': 'anime', 'name': 'Adventure', 'url': 'https://myanimelist.net/anime/genre/2/Adventure'}, {'mal_id': 8, 'type': 'anime', 'name': 'Drama', 'url': 'https://myanimelist.net/anime/genre/8/Drama'}, {'mal_id': 10, 'type': 'anime', 'name': 'Fantasy', 'url': 'https://myanimelist.net/anime/genre/10/Fantasy'}]"
41467,Bleach: Sennen Kessen-hen,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1956/126621.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1956/126621t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1956/126621l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1956/126621.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1956/126621t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1956/126621l.webp'}}",True,TV,Manga,13.0,Finished Airing,False,24 min per ep,9.07,207915,2,473,436708,17627,2022.0,"[{'mal_id': 1, 'type': 'anime', 'name': 'Pierrot', 'url': 'https://myanimelist.net/anime/producer/1/Pierrot'}]","[{'mal_id': 1, 'type': 'anime', 'name': 'Action', 'url': 'https://myanimelist.net/anime/genre/1/Action'}, {'mal_id': 2, 'type': 'anime', 'name': 'Adventure', 'url': 'https://myanimelist.net/anime/genre/2/Adventure'}, {'mal_id': 10, 'type': 'anime', 'name': 'Fantasy', 'url': 'https://myanimelist.net/anime/genre/10/Fantasy'}]"
9253,Steins;Gate,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1935/127974.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1935/127974t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1935/127974l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1935/127974.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1935/127974t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1935/127974l.webp'}}",True,TV,Visual novel,24.0,Finished Airing,False,24 min per ep,9.07,1331308,3,13,2430698,182366,2011.0,"[{'mal_id': 314, 'type': 'anime', 'name': 'White Fox', 'url': 'https://myanimelist.net/anime/producer/314/White_Fox'}]","[{'mal_id': 8, 'type': 'anime', 'name': 'Drama', 'url': 'https://myanimelist.net/anime/genre/8/Drama'}, {'mal_id': 24, 'type': 'anime', 'name': 'Sci-Fi', 'url': 'https://myanimelist.net/anime/genre/24/Sci-Fi'}, {'mal_id': 41, 'type': 'anime', 'name': 'Suspense', 'url': 'https://myanimelist.net/anime/genre/41/Suspense'}]"
38524,Shingeki no Kyojin Season 3 Part 2,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1517/100633.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1517/100633t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1517/100633l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1517/100633.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1517/100633t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1517/100633l.webp'}}",True,TV,Manga,10.0,Finished Airing,False,23 min per ep,9.06,1463853,4,24,2091684,55056,2019.0,"[{'mal_id': 858, 'type': 'anime', 'name': 'Wit Studio', 'url': 'https://myanimelist.net/anime/producer/858/Wit_Studio'}]","[{'mal_id': 1, 'type': 'anime', 'name': 'Action', 'url': 'https://myanimelist.net/anime/genre/1/Action'}, {'mal_id': 8, 'type': 'anime', 'name': 'Drama', 'url': 'https://myanimelist.net/anime/genre/8/Drama'}]"
51535,Shingeki no Kyojin: The Final Season - Kanketsu-hen,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1279/131078.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1279/131078t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1279/131078l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1279/131078.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1279/131078t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1279/131078l.webp'}}",True,Special,Manga,2.0,Currently Airing,True,1 hr 1 min per ep,9.06,148423,5,494,423355,8749,,"[{'mal_id': 569, 'type': 'anime', 'name': 'MAPPA', 'url': 'https://myanimelist.net/anime/producer/569/MAPPA'}]","[{'mal_id': 1, 'type': 'anime', 'name': 'Action', 'url': 'https://myanimelist.net/anime/genre/1/Action'}, {'mal_id': 8, 'type': 'anime', 'name': 'Drama', 'url': 'https://myanimelist.net/anime/genre/8/Drama'}, {'mal_id': 41, 'type': 'anime', 'name': 'Suspense', 'url': 'https://myanimelist.net/anime/genre/41/Suspense'}]"
28977,Gintama°,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/3/72078.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/3/72078t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/3/72078l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/3/72078.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/3/72078t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/3/72078l.webp'}}",True,TV,Manga,51.0,Finished Airing,False,24 min per ep,9.06,236939,6,333,592665,15868,2015.0,"[{'mal_id': 1258, 'type': 'anime', 'name': 'Bandai Namco Pictures', 'url': 'https://myanimelist.net/anime/producer/1258/Bandai_Namco_Pictures'}]","[{'mal_id': 1, 'type': 'anime', 'name': 'Action', 'url': 'https://myanimelist.net/anime/genre/1/Action'}, {'mal_id': 4, 'type': 'anime', 'name': 'Comedy', 'url': 'https://myanimelist.net/anime/genre/4/Comedy'}, {'mal_id': 24, 'type': 'anime', 'name': 'Sci-Fi', 'url': 'https://myanimelist.net/anime/genre/24/Sci-Fi'}]"
43608,Kaguya-sama wa Kokurasetai: Ultra Romantic,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1160/122627.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1160/122627t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1160/122627l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1160/122627.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1160/122627t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1160/122627l.webp'}}",True,TV,Manga,13.0,Finished Airing,False,23 min per ep,9.05,444575,7,201,810827,28861,2022.0,"[{'mal_id': 56, 'type': 'anime', 'name': 'A-1 Pictures', 'url': 'https://myanimelist.net/anime/producer/56/A-1_Pictures'}]","[{'mal_id': 4, 'type': 'anime', 'name': 'Comedy', 'url': 'https://myanimelist.net/anime/genre/4/Comedy'}, {'mal_id': 22, 'type': 'anime', 'name': 'Romance', 'url': 'https://myanimelist.net/anime/genre/22/Romance'}]"
9969,Gintama',"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/4/50361.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/4/50361t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/4/50361l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/4/50361.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/4/50361t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/4/50361l.webp'}}",True,TV,Manga,51.0,Finished Airing,False,24 min per ep,9.04,225189,8,387,522818,7725,2011.0,"[{'mal_id': 14, 'type': 'anime', 'name': 'Sunrise', 'url': 'https://myanimelist.net/anime/producer/14/Sunrise'}]","[{'mal_id': 1, 'type': 'anime', 'name': 'Action', 'url': 'https://myanimelist.net/anime/genre/1/Action'}, {'mal_id': 4, 'type': 'anime', 'name': 'Comedy', 'url': 'https://myanimelist.net/anime/genre/4/Comedy'}, {'mal_id': 24, 'type': 'anime', 'name': 'Sci-Fi', 'url': 'https://myanimelist.net/anime/genre/24/Sci-Fi'}]"
39486,Gintama: The Final,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1245/116760.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1245/116760t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1245/116760l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1245/116760.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1245/116760t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1245/116760l.webp'}}",True,Movie,Manga,1.0,Finished Airing,False,1 hr 44 min,9.04,63027,9,1571,131660,4050,,"[{'mal_id': 1258, 'type': 'anime', 'name': 'Bandai Namco Pictures', 'url': 'https://myanimelist.net/anime/producer/1258/Bandai_Namco_Pictures'}]","[{'mal_id': 1, 'type': 'anime', 'name': 'Action', 'url': 'https://myanimelist.net/anime/genre/1/Action'}, {'mal_id': 4, 'type': 'anime', 'name': 'Comedy', 'url': 'https://myanimelist.net/anime/genre/4/Comedy'}, {'mal_id': 8, 'type': 'anime', 'name': 'Drama', 'url': 'https://myanimelist.net/anime/genre/8/Drama'}, {'mal_id': 24, 'type': 'anime', 'name': 'Sci-Fi', 'url': 'https://myanimelist.net/anime/genre/24/Sci-Fi'}]"
11061,Hunter x Hunter (2011),"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1337/99013.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1337/99013t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1337/99013l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1337/99013.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1337/99013t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1337/99013l.webp'}}",True,TV,Manga,148.0,Finished Airing,False,23 min per ep,9.04,1643559,10,10,2643699,199473,2011.0,"[{'mal_id': 11, 'type': 'anime', 'name': 'Madhouse', 'url': 'https://myanimelist.net/anime/producer/11/Madhouse'}]","[{'mal_id': 1, 'type': 'anime', 'name': 'Action', 'url': 'https://myanimelist.net/anime/genre/1/Action'}, {'mal_id': 2, 'type': 'anime', 'name': 'Adventure', 'url': 'https://myanimelist.net/anime/genre/2/Adventure'}, {'mal_id': 10, 'type': 'anime', 'name': 'Fantasy', 'url': 'https://myanimelist.net/anime/genre/10/Fantasy'}]"
52034,"""Oshi no Ko""","{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1812/134736.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1812/134736t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1812/134736l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1812/134736.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1812/134736t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1812/134736l.webp'}}",True,TV,Manga,11.0,Currently Airing,True,30 min per ep,9.03,158831,11,446,461889,15631,2023.0,"[{'mal_id': 95, 'type': 'anime', 'name': 'Doga Kobo', 'url': 'https://myanimelist.net/anime/producer/95/Doga_Kobo'}]","[{'mal_id': 8, 'type': 'anime', 'name': 'Drama', 'url': 'https://myanimelist.net/anime/genre/8/Drama'}, {'mal_id': 37, 'type': 'anime', 'name': 'Supernatural', 'url': 'https://myanimelist.net/anime/genre/37/Supernatural'}]"
15417,Gintama': Enchousen,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1452/123686.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1452/123686t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1452/123686l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1452/123686.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1452/123686t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1452/123686l.webp'}}",True,TV,Manga,13.0,Finished Airing,False,24 min per ep,9.03,156994,12,716,307928,2958,2012.0,"[{'mal_id': 14, 'type': 'anime', 'name': 'Sunrise', 'url': 'https://myanimelist.net/anime/producer/14/Sunrise'}]","[{'mal_id': 1, 'type': 'anime', 'name': 'Action', 'url': 'https://myanimelist.net/anime/genre/1/Action'}, {'mal_id': 4, 'type': 'anime', 'name': 'Comedy', 'url': 'https://myanimelist.net/anime/genre/4/Comedy'}, {'mal_id': 24, 'type': 'anime', 'name': 'Sci-Fi', 'url': 'https://myanimelist.net/anime/genre/24/Sci-Fi'}]"
820,Ginga Eiyuu Densetsu,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/13/13225.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/13/13225t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/13/13225l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/13/13225.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/13/13225t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/13/13225l.webp'}}",True,OVA,Novel,110.0,Finished Airing,False,26 min per ep,9.02,75305,13,728,304288,15579,,"[{'mal_id': 1269, 'type': 'anime', 'name': 'K-Factory', 'url': 'https://myanimelist.net/anime/producer/1269/K-Factory'}, {'mal_id': 2256, 'type': 'anime', 'name': 'Kitty Film Mitaka Studio', 'url': 'https://myanimelist.net/anime/producer/2256/Kitty_Film_Mitaka_Studio'}]","[{'mal_id': 8, 'type': 'anime', 'name': 'Drama', 'url': 'https://myanimelist.net/anime/genre/8/Drama'}, {'mal_id': 24, 'type': 'anime', 'name': 'Sci-Fi', 'url': 'https://myanimelist.net/anime/genre/24/Sci-Fi'}]"
42938,Fruits Basket: The Final,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1085/114792.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1085/114792t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1085/114792l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1085/114792.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1085/114792t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1085/114792l.webp'}}",True,TV,Manga,13.0,Finished Airing,False,23 min per ep,9.0,209232,14,489,427058,18803,2021.0,"[{'mal_id': 73, 'type': 'anime', 'name': 'TMS Entertainment', 'url': 'https://myanimelist.net/anime/producer/73/TMS_Entertainment'}]","[{'mal_id': 8, 'type': 'anime', 'name': 'Drama', 'url': 'https://myanimelist.net/anime/genre/8/Drama'}, {'mal_id': 22, 'type': 'anime', 'name': 'Romance', 'url': 'https://myanimelist.net/anime/genre/22/Romance'}, {'mal_id': 37, 'type': 'anime', 'name': 'Supernatural', 'url': 'https://myanimelist.net/anime/genre/37/Supernatural'}]"
34096,Gintama.,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/3/83528.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/3/83528t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/3/83528l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/3/83528.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/3/83528t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/3/83528l.webp'}}",True,TV,Manga,12.0,Finished Airing,False,24 min per ep,8.98,137681,15,746,296520,2641,2017.0,"[{'mal_id': 1258, 'type': 'anime', 'name': 'Bandai Namco Pictures', 'url': 'https://myanimelist.net/anime/producer/1258/Bandai_Namco_Pictures'}]","[{'mal_id': 1, 'type': 'anime', 'name': 'Action', 'url': 'https://myanimelist.net/anime/genre/1/Action'}, {'mal_id': 4, 'type': 'anime', 'name': 'Comedy', 'url': 'https://myanimelist.net/anime/genre/4/Comedy'}, {'mal_id': 24, 'type': 'anime', 'name': 'Sci-Fi', 'url': 'https://myanimelist.net/anime/genre/24/Sci-Fi'}]"
918,Gintama,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/10/73274.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/10/73274t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/10/73274l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/10/73274.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/10/73274t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/10/73274l.webp'}}",True,TV,Manga,201.0,Finished Airing,False,24 min per ep,8.94,380235,16,138,1019652,57548,2006.0,"[{'mal_id': 14, 'type': 'anime', 'name': 'Sunrise', 'url': 'https://myanimelist.net/anime/producer/14/Sunrise'}]","[{'mal_id': 1, 'type': 'anime', 'name': 'Action', 'url': 'https://myanimelist.net/anime/genre/1/Action'}, {'mal_id': 4, 'type': 'anime', 'name': 'Comedy', 'url': 'https://myanimelist.net/anime/genre/4/Comedy'}, {'mal_id': 24, 'type': 'anime', 'name': 'Sci-Fi', 'url': 'https://myanimelist.net/anime/genre/24/Sci-Fi'}]"
28851,Koe no Katachi,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1122/96435.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1122/96435t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1122/96435l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1122/96435.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1122/96435t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1122/96435l.webp'}}",True,Movie,Manga,1.0,Finished Airing,False,2 hr 10 min,8.94,1515894,17,19,2182647,83056,,"[{'mal_id': 2, 'type': 'anime', 'name': 'Kyoto Animation', 'url': 'https://myanimelist.net/anime/producer/2/Kyoto_Animation'}]","[{'mal_id': 46, 'type': 'anime', 'name': 'Award Winning', 'url': 'https://myanimelist.net/anime/genre/46/Award_Winning'}, {'mal_id': 8, 'type': 'anime', 'name': 'Drama', 'url': 'https://myanimelist.net/anime/genre/8/Drama'}]"
35180,3-gatsu no Lion 2nd Season,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/3/88469.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/3/88469t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/3/88469l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/3/88469.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/3/88469t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/3/88469l.webp'}}",True,TV,Manga,22.0,Finished Airing,False,25 min per ep,8.93,190217,18,554,382276,14829,2017.0,"[{'mal_id': 44, 'type': 'anime', 'name': 'Shaft', 'url': 'https://myanimelist.net/anime/producer/44/Shaft'}]","[{'mal_id': 8, 'type': 'anime', 'name': 'Drama', 'url': 'https://myanimelist.net/anime/genre/8/Drama'}]"
4181,Clannad: After Story,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1299/110774.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1299/110774t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1299/110774l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1299/110774.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1299/110774t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1299/110774l.webp'}}",True,TV,Visual novel,24.0,Finished Airing,False,24 min per ep,8.93,638199,19,112,1146495,68830,2008.0,"[{'mal_id': 2, 'type': 'anime', 'name': 'Kyoto Animation', 'url': 'https://myanimelist.net/anime/producer/2/Kyoto_Animation'}]","[{'mal_id': 8, 'type': 'anime', 'name': 'Drama', 'url': 'https://myanimelist.net/anime/genre/8/Drama'}, {'mal_id': 22, 'type': 'anime', 'name': 'Romance', 'url': 'https://myanimelist.net/anime/genre/22/Romance'}, {'mal_id': 37, 'type': 'anime', 'name': 'Supernatural', 'url': 'https://myanimelist.net/anime/genre/37/Supernatural'}]"
2904,Code Geass: Hangyaku no Lelouch R2,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1088/135089.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1088/135089t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1088/135089l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1088/135089.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1088/135089t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1088/135089l.webp'}}",True,TV,Original,25.0,Finished Airing,False,24 min per ep,8.91,1141519,20,47,1693409,74388,2008.0,"[{'mal_id': 14, 'type': 'anime', 'name': 'Sunrise', 'url': 'https://myanimelist.net/anime/producer/14/Sunrise'}]","[{'mal_id': 1, 'type': 'anime', 'name': 'Action', 'url': 'https://myanimelist.net/anime/genre/1/Action'}, {'mal_id': 46, 'type': 'anime', 'name': 'Award Winning', 'url': 'https://myanimelist.net/anime/genre/46/Award_Winning'}, {'mal_id': 8, 'type': 'anime', 'name': 'Drama', 'url': 'https://myanimelist.net/anime/genre/8/Drama'}, {'mal_id': 24, 'type': 'anime', 'name': 'Sci-Fi', 'url': 'https://myanimelist.net/anime/genre/24/Sci-Fi'}]"
15335,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/10/51723.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/10/51723t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/10/51723l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/10/51723.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/10/51723t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/10/51723l.webp'}}",True,Movie,Manga,1.0,Finished Airing,False,1 hr 50 min,8.91,129240,21,973,228436,2088,,"[{'mal_id': 14, 'type': 'anime', 'name': 'Sunrise', 'url': 'https://myanimelist.net/anime/producer/14/Sunrise'}]","[{'mal_id': 1, 'type': 'anime', 'name': 'Action', 'url': 'https://myanimelist.net/anime/genre/1/Action'}, {'mal_id': 4, 'type': 'anime', 'name': 'Comedy', 'url': 'https://myanimelist.net/anime/genre/4/Comedy'}, {'mal_id': 24, 'type': 'anime', 'name': 'Sci-Fi', 'url': 'https://myanimelist.net/anime/genre/24/Sci-Fi'}]"
37987,Violet Evergarden Movie,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1825/110716.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1825/110716t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1825/110716l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1825/110716.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1825/110716t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1825/110716l.webp'}}",True,Movie,Light novel,1.0,Finished Airing,False,2 hr 20 min,8.9,236232,22,370,542600,8101,,"[{'mal_id': 2, 'type': 'anime', 'name': 'Kyoto Animation', 'url': 'https://myanimelist.net/anime/producer/2/Kyoto_Animation'}]","[{'mal_id': 46, 'type': 'anime', 'name': 'Award Winning', 'url': 'https://myanimelist.net/anime/genre/46/Award_Winning'}, {'mal_id': 8, 'type': 'anime', 'name': 'Drama', 'url': 'https://myanimelist.net/anime/genre/8/Drama'}, {'mal_id': 10, 'type': 'anime', 'name': 'Fantasy', 'url': 'https://myanimelist.net/anime/genre/10/Fantasy'}]"
52198,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1670/130060.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1670/130060t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1670/130060l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1670/130060.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1670/130060t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1670/130060l.webp'}}",True,Movie,Manga,1.0,Finished Airing,False,1 hr 36 min,8.89,75328,23,1283,171444,1291,,"[{'mal_id': 56, 'type': 'anime', 'name': 'A-1 Pictures', 'url': 'https://myanimelist.net/anime/producer/56/A-1_Pictures'}]","[{'mal_id': 4, 'type': 'anime', 'name': 'Comedy', 'url': 'https://myanimelist.net/anime/genre/4/Comedy'}, {'mal_id': 8, 'type': 'anime', 'name': 'Drama', 'url': 'https://myanimelist.net/anime/genre/8/Drama'}, {'mal_id': 22, 'type': 'anime', 'name': 'Romance', 'url': 'https://myanimelist.net/anime/genre/22/Romance'}]"
37491,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1776/96566.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1776/96566t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1776/96566l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1776/96566.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1776/96566t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1776/96566l.webp'}}",True,TV,Manga,14.0,Finished Airing,False,24 min per ep,8.88,88991,24,1186,184780,1018,2018.0,"[{'mal_id': 1258, 'type': 'anime', 'name': 'Bandai Namco Pictures', 'url': 'https://myanimelist.net/anime/producer/1258/Bandai_Namco_Pictures'}]","[{'mal_id': 1, 'type': 'anime', 'name': 'Action', 'url': 'https://myanimelist.net/anime/genre/1/Action'}, {'mal_id': 4, 'type': 'anime', 'name': 'Comedy', 'url': 'https://myanimelist.net/anime/genre/4/Comedy'}, {'mal_id': 24, 'type': 'anime', 'name': 'Sci-Fi', 'url': 'https://myanimelist.net/anime/genre/24/Sci-Fi'}]"
